customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,support_tickets,churn
CUST_10099,38.0,45.0,77.03524255608431,$3717.87,One year,Mailed check,DSL,No,0,No
CUST_10100,24.0,13.0,59.034524479961355, 875.19 ,One year,Credit card,DSL,No,0,No
CUST_10101,36.0,0.0,38.26373291234912,40 USD,,Credit card,DSL,Yes,1,No
CUST_10102,37.0,2.0,96.8125084549293,$287.02,Month-to-month,Electronic check,Fiber optic,Yes,0,No
CUST_10103,31.0,9.0,47.78803480357458,500.21,Month-to-month,Mailed check,DSL,Yes,3,No
CUST_10104,39.0,0.0,167.24762566854497,171 USD,One year,Bank transfer,Fiber optic,Yes,1,No
CUST_10105,46.0,0.0,84.90498174260009,$90.92,One year,Electronic check,Fiber optic,No,0,Yes
CUST_10106,64.0,60.0,134.27748565600314,$8686.41,Month-to-month,Credit card,Fiber optic,No,0,Yes
CUST_10107,43.0,29.0,98.7881617914888,2691.80,Two year,Credit card,No,No,2,No
CUST_10108,44.0,9.0,69.982800003342,$682.88,Month-to-month,Credit card,DSL,Yes,2,No
CUST_10109,40.0,3.0,83.76837537713972, 303.89 ,Month-to-month,Mailed check,Fiber optic,Yes,3,No
CUST_10110,18.0,17.0,54.51648146784611, 903.20 ,Month-to-month,Mailed check,DSL,No,0,Yes
CUST_10111,41.0,0.0,69.38053516212071,70.79,Month-to-month,Electronic check,DSL,No,0,Yes
CUST_10112,42.0,67.0,85.31411832431465,$6235.10,Month-to-month,Mailed check,Fiber optic,No internet service,4,No
CUST_10113,71.0,13.0,43.463667857723856,$562.22,Month-to-month,Mailed check,DSL,Yes,3,No
CUST_10114,39.0,,66.17843173327977, ,Month-to-month,Credit card,Fiber optic,Yes,0,No
CUST_10115,45.0,12.0,95.30034466037371,$1226.79,Month-to-month,Credit card,Fiber optic,No,2,No
CUST_10116,41.0,2.0,84.7040942859255,$274.99,One year,Credit card,DSL,No,3,Yes
CUST_10117,27.0,24.0,52.1152537974507, 1384.78 ,Month-to-month,Credit card,DSL,Yes,1,No
CUST_10118,55.0,32.0,109.43683919934726,3625 USD,Month-to-month,Electronic check,Fiber optic,Yes,1,No
CUST_10119,50.0,27.0,76.64714171606369,2262 USD,One year,Bank transfer,Fiber optic,Yes,2,No
CUST_10120,50.0,4.0,57.34378206625463, 288.02 ,Month-to-month,Electronic check,Fiber optic,Yes,2,No
CUST_10121,30.0,21.0,43.38392106586008,889 USD,Two year,Electronic check,Fiber optic,Yes,0,No
CUST_10122,,20.0,104.14096173361912,2022 USD,Two year,Mailed check,Fiber optic,Yes,0,No
CUST_10123,24.0,49.0,108.47834251575419,$5085.86,Month-to-month,Bank transfer,Fiber optic,No,0,No
CUST_10124,48.0,11.0,91.61480207633801,1066 USD,Two year,Bank transfer,DSL,No,2,No
CUST_10125,67.0,11.0,, ,One year,Electronic check,Fiber optic,No internet service,1,No
CUST_10126,29.0,23.0,81.92425334079785,$2135.48,Two year,Electronic check,Fiber optic,No,0,Yes
CUST_10127,34.0,24.0,94.00092666272681,$2490.87,One year,Electronic check,Fiber optic,Yes,1,No
CUST_10128,42.0,15.0,61.130855643055654,964.95,Month-to-month,Electronic check,Fiber optic,Yes,2,Yes
CUST_10129,35.0,14.0,64.06562322336553,$959.65,Two year,Electronic check,No,No internet service,0,No
CUST_10130,22.0,16.0,79.5320087628731,$1288.66,Month-to-month,Bank transfer,DSL,No,3,Yes
CUST_10131,42.0,47.0,60.29683007534494,$3012.54,Month-to-month,Credit card,No,No,3,No
CUST_10132,28.0,15.0,60.98137548732379, 1034.78 ,Month-to-month,Mailed check,Fiber optic,Yes,4,No
CUST_10133,47.0,67.0,80.57498653268827,$5192.99,Month-to-month,Bank transfer,Fiber optic,Yes,0,No
CUST_10134,30.0,17.0,103.34595097738755, 1689.76 ,Month-to-month,Electronic check,DSL,Yes,0,No
CUST_10135,60.0,72.0,102.10302657891367,$7638.20,One year,Credit card,DSL,No,2,No
CUST_10136,32.0,43.0,75.63474605057709,$3369.54,Two year,Electronic check,Fiber optic,No,2,No
CUST_10137,37.0,11.0,71.98659983066855,$846.93,Month-to-month,Credit card,Fiber optic,Yes,0,No
CUST_10138,51.0,48.0,115.14287781447892,$5804.37,Two year,Credit card,DSL,No internet service,1,No
CUST_10139,,3.0,89.65067301770662,362.23,Two year,Credit card,Fiber optic,No internet service,1,Yes
CUST_10140,44.0,,49.17991594748203,,Month-to-month,Electronic check,DSL,No,3,Yes
CUST_10141,57.0,24.0,54.16135714706412,1286.49,Month-to-month,Bank transfer,No,No,1,Yes
CUST_10142,22.0,1.0,92.56392043677498,181 USD,Two year,Electronic check,No,No,1,No
CUST_10143,43.0,25.0,100.53759500962988,2576.40,One year,Electronic check,DSL,No internet service,2,No
CUST_10144,44.0,72.0,40.58200879258645,$3187.78,One year,Electronic check,No,Yes,0,No
CUST_10145,-5.0,2.0,71.45022067352232, ,One year,Credit card,No,No,25,No
CUST_10146,26.0,19.0,55.25256692395587,$1191.91,Month-to-month,Credit card,DSL,No,1,No
CUST_10147,25.0,33.0,80.27921529552754, 2849.14 ,Month-to-month,Electronic check,Fiber optic,Yes,1,No
CUST_10148,47.0,40.0,113.85403795228245, 4747.37 ,One year,Mailed check,Fiber optic,No,2,No
CUST_10149,45.0,13.0,49.06788974014037,$712.95,Month-to-month,Credit card,Fiber optic,Yes,1,No
CUST_10150,,5.0,61.193215894097754,399.40,One year,Mailed check,DSL,Yes,1,No
CUST_10151,45.0,1.0,69.50842836511778,132 USD,Two year,Mailed check,DSL,No,0,No
CUST_10152,33.0,21.0,49.63802499240697,1099.71,One year,Mailed check,Fiber optic,No,0,No
CUST_10153,44.0,14.0,,,Two year,Bank transfer,DSL,No internet service,1,No
CUST_10154,45.0,71.0,56.16139541174321,$4196.96,Month-to-month,Mailed check,Fiber optic,No,3,Yes
CUST_10155,32.0,2.0,143.04828850737402, ,One year,Bank transfer,DSL,No,0,No
CUST_10156,63.0,28.0,67.51334064318308,$1860.88,One year,Mailed check,Fiber optic,No internet service,2,No
CUST_10157,47.0,1.0,67.77673527791612, 137.90 ,Two year,Electronic check,No,Yes,2,No
CUST_10158,27.0,5.0,92.2632871255075,$586.34,One year,Electronic check,Fiber optic,Yes,3,No
CUST_10159,49.0,15.0,70.63759450092476, 1124.57 ,Month-to-month,Electronic check,Fiber optic,No,2,No
CUST_10160,29.0,15.0,117.38992253645392,$1988.42,Two year,Mailed check,No,No,1,No
CUST_10161,50.0,28.0,79.57966651066948,2243.14,One year,Electronic check,No,No,0,No
CUST_10162,55.0,58.0,58.18263122955453,3734.01,Month-to-month,Credit card,DSL,No,1,No
CUST_10163,31.0,24.0,94.19446821361208,2370.84,One year,Mailed check,Fiber optic,Yes,2,No
CUST_10164,53.0,72.0,47.97986517537824,$3569.74,Two year,Bank transfer,No,No,0,No
CUST_10165,46.0,51.0,65.1700690987486,3071 USD,One year,Credit card,DSL,Yes,4,No
CUST_10166,51.0,21.0,53.78428896346844,$1105.22,Month-to-month,Credit card,DSL,No,2,Yes
CUST_10167,64.0,43.0,50.86414272376466, 2297.52 ,Two year,Credit card,DSL,No,2,No
CUST_10168,38.0,25.0,107.91850930748808,2760.91,One year,Mailed check,DSL,No internet service,3,Yes
CUST_10169,32.0,2.0,100.02051981936214,300 USD,Month-to-month,Electronic check,Fiber optic,No,1,No
CUST_10170,,32.0,80.19534231795436,2415 USD,Month-to-month,Credit card,Fiber optic,No,3,Yes
CUST_10171,31.0,2.0,133.91901442390315,$428.61,Month-to-month,Credit card,No,No,0,No
CUST_10172,40.0,22.0,57.0244254715673, 1386.19 ,One year,Credit card,Fiber optic,No,5,No
CUST_10173,45.0,29.0,93.69730869020196,2634.03,Two year,Bank transfer,DSL,No,1,Yes
CUST_10174,,2.0,116.48737004925087, 358.85 ,Month-to-month,Bank transfer,DSL,No,2,No
CUST_10175,51.0,6.0,77.93011768251706,$580.24,Month-to-month,Electronic check,No,Yes,0,No
CUST_10176,41.0,59.0,72.50661421633937,$4472.95,Month-to-month,Bank transfer,DSL,Yes,0,Yes
CUST_10177,58.0,23.0,60.777278434338044, 1403.34 ,One year,Electronic check,DSL,Yes,1,No
CUST_10178,38.0,7.0,93.61021836824001,$772.26,Month-to-month,Electronic check,No,No,0,No
CUST_10179,74.0,28.0,2400.0,$65569.63,Month-to-month,Mailed check,Fiber optic,Yes,1,No
CUST_10180,,22.0,40.944319223365554,907 USD,Month-to-month,Mailed check,DSL,No,2,Yes
CUST_10181,31.0,17.0,,,One year,Electronic check,No,Yes,0,No
CUST_10182,28.0,72.0,55.52352602288581, 3842.51 ,Month-to-month,Credit card,No,Yes,1,No
CUST_10183,47.0,28.0,57.667967856292535, 1691.41 ,Month-to-month,Credit card,DSL,No,2,Yes
CUST_10184,38.0,11.0,52.779992890453215,$583.73,Two year,Bank transfer,No,Yes,1,No
CUST_10185,50.0,39.0,80.44456768621949,3496.64,Month-to-month,Mailed check,DSL,No internet service,4,No
CUST_10186,47.0,52.0,77.00119449060395,3945 USD,Month-to-month,Credit card,Fiber optic,Yes,3,No
CUST_10187,40.0,3.0,52.2898426619864, 197.40 ,Two year,Electronic check,No,No,3,No
CUST_10188,31.0,5.0,76.00256697900201,$455.70,Month-to-month,Bank transfer,No,Yes,0,No
CUST_10189,23.0,6.0,78.57807868599981,$525.51,One year,Electronic check,DSL,No internet service,1,No
CUST_10190,36.0,28.0,67.68618417187503, 1976.60 ,Month-to-month,,DSL,No,1,No
CUST_10191,51.0,22.0,101.9880926207658,2274 USD,One year,Mailed check,DSL,Yes,3,No
CUST_10192,44.0,23.0,69.85303113556833, 1553.11 ,Month-to-month,Bank transfer,Fiber optic,No,3,No
CUST_10193,26.0,68.0,85.15591655246334, 5600.65 ,Two year,Electronic check,DSL,No,2,Yes
CUST_10194,43.0,36.0,70.84081689182854,2588.84,Month-to-month,Electronic check,Fiber optic,Yes,6,No
CUST_10195,46.0,3.0,77.86356499994065,282.20,Month-to-month,Mailed check,DSL,Yes,1,No
CUST_10196,30.0,10.0,70.17146147381251,$813.67,One year,Mailed check,Fiber optic,Yes,0,No
CUST_10197,43.0,14.0,53.36220435985521,$819.94,Two year,Bank transfer,DSL,No internet service,0,No
CUST_10198,42.0,12.0,64.32494010213603,$853.18,Month-to-month,Electronic check,Fiber optic,No,0,No
CUST_10199,27.0,27.0,104.06179627050484,2940.57,Two year,Mailed check,DSL,No,2,Yes
CUST_10200,45.0,53.0,114.79436808003248,6310.86,Month-to-month,Electronic check,DSL,No internet service,4,Yes
CUST_10201,48.0,9.0,84.97779403346293, ,One year,Electronic check,No,No,1,No
CUST_10202,54.0,19.0,79.71611793104677,1437.62,Month-to-month,Mailed check,Fiber optic,Yes,0,Yes
CUST_10203,54.0,37.0,46.700000641821624,$1614.11,One year,Bank transfer,DSL,Yes,2,No
CUST_10204,24.0,13.0,79.13467486770568,$1039.53,Month-to-month,Electronic check,DSL,No,0,No
CUST_10205,30.0,4.0,51.07651778113698,$238.39,Month-to-month,Electronic check,Fiber optic,No,0,No
CUST_10206,47.0,15.0,65.80491206313962,$985.75,Month-to-month,,DSL,Yes,1,No
CUST_10207,47.0,1.0,79.44685093845774,$164.36,Month-to-month,Electronic check,Fiber optic,No internet service,1,No
CUST_10208,47.0,68.0,,,Two year,Mailed check,Fiber optic,Yes,1,No
CUST_10209,87.0,2.0,77.08013230170467, 229.37 ,Two year,Mailed check,DSL,Yes,1,No
CUST_10210,48.0,14.0,64.61827650688977,$1064.61,One year,Electronic check,Fiber optic,No,3,Yes
CUST_10211,55.0,18.0,77.82207166652978,1397.85,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10212,52.0,72.0,141.17571118959498,$9915.92,Month-to-month,Credit card,No,No,1,Yes
CUST_10213,49.0,4.0,96.38013633196046,528.57,One year,Bank transfer,DSL,No,2,No
CUST_10214,37.0,3.0,66.25443348642932,282 USD,Two year,Bank transfer,Fiber optic,No,1,No
CUST_10215,50.0,0.0,127.77710660131714,127.01,Month-to-month,Mailed check,DSL,No,1,No
CUST_10216,32.0,4.0,2400.0, 12131.03 ,Two year,Bank transfer,Fiber optic,No,1,Yes
CUST_10217,38.0,6.0,59.64837676979566,446 USD,Two year,Credit card,No,No,0,No
CUST_10218,35.0,24.0,,,,Bank transfer,DSL,No,2,No
CUST_10219,42.0,6.0,97.63212107696148,$680.83,Month-to-month,Electronic check,No,Yes,0,No
CUST_10220,69.0,0.0,75.41675817224784,70 USD,Month-to-month,Mailed check,Fiber optic,Yes,2,No
CUST_10221,19.0,42.0,50.81808342957487,$2328.72,Month-to-month,Mailed check,No,No,1,Yes
CUST_10222,49.0,,72.32123360687186, ,Month-to-month,Mailed check,Fiber optic,No internet service,2,No
CUST_10223,22.0,10.0,62.56156380723479,$693.38,Month-to-month,Mailed check,DSL,No,0,No
CUST_10224,35.0,,55.5164527383776,,Month-to-month,Credit card,DSL,No internet service,2,No
CUST_10225,54.0,72.0,68.0253495486149,4621 USD,One year,Bank transfer,DSL,No,3,No
CUST_10226,42.0,4.0,73.92941901186995, 370.06 ,Month-to-month,Electronic check,DSL,No internet service,2,Yes
CUST_10227,28.0,55.0,121.24565703905054, 6671.89 ,Month-to-month,Electronic check,Fiber optic,No,0,No
CUST_10228,32.0,36.0,101.47985687758522,4037.74,One year,Mailed check,Fiber optic,Yes,1,No
CUST_10229,49.0,2.0,,,One year,Electronic check,No,No,0,No
CUST_10230,32.0,72.0,40.47922875305739,2733.98,One year,Electronic check,Fiber optic,Yes,2,No
CUST_10231,44.0,8.0,56.2247867389765, 544.00 ,Month-to-month,Mailed check,Fiber optic,No,3,No
CUST_10232,42.0,2.0,71.18270650479064, 214.07 ,One year,Mailed check,No,No,1,No
CUST_10233,33.0,42.0,47.28991761008389, 1994.57 ,One year,Credit card,No,Yes,1,No
CUST_10234,67.0,29.0,64.89549452452422, 1815.24 ,Month-to-month,Electronic check,DSL,No,1,Yes
CUST_10235,49.0,23.0,88.40202333769996,$2206.86,One year,Electronic check,Fiber optic,No internet service,4,No
CUST_10236,17.0,4.0,86.68902968075365,$470.44,,Electronic check,DSL,No,1,No
CUST_10237,43.0,16.0,57.71642955140972,$956.72,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10238,,36.0,69.28291489869925,2430 USD,Month-to-month,Electronic check,DSL,Yes,0,Yes
CUST_10239,51.0,9.0,69.2052051465261, 699.65 ,Month-to-month,Bank transfer,Fiber optic,No,1,No
CUST_10240,31.0,9.0,108.35625098018515,$1147.75,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10241,40.0,0.0,84.46923850407535,$76.09,Two year,Mailed check,Fiber optic,Yes,2,No
CUST_10242,47.0,,56.035672317394074,,Month-to-month,Credit card,No,Yes,0,Yes
CUST_10243,51.0,50.0,74.01285507514109,$3873.84,Two year,Electronic check,DSL,No internet service,1,No
CUST_10244,27.0,14.0,77.94106499555123,$1191.68,One year,Mailed check,Fiber optic,No,1,No
CUST_10245,37.0,72.0,82.39617813923017,$5796.16,Month-to-month,Mailed check,Fiber optic,Yes,0,No
CUST_10246,35.0,12.0,62.295593630864225,801 USD,Month-to-month,Bank transfer,DSL,No,1,No
CUST_10247,33.0,30.0,,,One year,Mailed check,Fiber optic,No,2,No
CUST_10248,62.0,8.0,62.96900267496559,$538.04,One year,Mailed check,DSL,Yes,2,No
CUST_10249,46.0,11.0,109.06747715530773,1384 USD,Month-to-month,Bank transfer,No,No,2,Yes
CUST_10250,26.0,5.0,82.16390915707693,$506.25,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10251,52.0,10.0,74.77249042829982,$827.88,One year,Mailed check,DSL,No,3,No
CUST_10252,66.0,19.0,101.68588797954013, 1990.00 ,Month-to-month,Electronic check,Fiber optic,Yes,3,No
CUST_10253,53.0,72.0,53.03579439603658,3710 USD,Two year,Bank transfer,DSL,No internet service,1,No
CUST_10254,23.0,26.0,42.75813582086362, 1228.99 ,One year,Credit card,DSL,Yes,0,No
CUST_10255,35.0,5.0,108.02614112187662,641.86,Month-to-month,Credit card,Fiber optic,No,1,Yes
CUST_10256,56.0,1.0,101.25322805651683,$202.57,Month-to-month,Credit card,DSL,Yes,0,No
CUST_10257,33.0,3.0,, ,Month-to-month,Bank transfer,Fiber optic,Yes,1,No
CUST_10258,46.0,20.0,59.2637965017446,1249 USD,Two year,Bank transfer,Fiber optic,No,0,No
CUST_10259,50.0,35.0,94.99828936959698,3384.62,Month-to-month,Bank transfer,Fiber optic,No,2,Yes
CUST_10260,30.0,68.0,110.76213702752153,7269.76,Month-to-month,Mailed check,Fiber optic,No,1,Yes
CUST_10261,40.0,0.0,79.03039047357656,$73.03,One year,Mailed check,DSL,No,2,No
CUST_10262,2.0,18.0,82.23795852025617, 1437.06 ,Month-to-month,Electronic check,DSL,Yes,2,Yes
CUST_10263,29.0,,60.249069619225764, ,Month-to-month,Electronic check,Fiber optic,No,0,No
CUST_10264,38.0,26.0,83.84550229610113, 2380.40 ,Two year,Bank transfer,No,No,1,No
CUST_10265,26.0,20.0,55.7429193612078,1105 USD,Month-to-month,Mailed check,DSL,No internet service,2,No
CUST_10266,61.0,28.0,93.86027950332175,2480 USD,Two year,Electronic check,Fiber optic,Yes,0,No
CUST_10267,24.0,26.0,87.07463614929203, 2490.91 ,Two year,Electronic check,Fiber optic,Yes,1,No
